qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9533,1092,830,9,1,1,1:30.224,1:30.346,1:29.304
9534,1092,844,6,16,2,1:30.402,1:30.486,1:29.314
9535,1092,832,6,55,3,1:30.336,1:30.444,1:29.361
9536,1092,815,9,11,4,1:30.622,1:29.925,1:29.709
9537,1092,839,214,31,5,1:30.696,1:30.357,1:30.165
9538,1092,1,131,44,6,1:30.906,1:30.443,1:30.261
9539,1092,4,214,14,7,1:30.603,1:30.343,1:30.322
9540,1092,847,131,63,8,1:30.865,1:30.465,1:30.389
9541,1092,20,117,5,9,1:31.256,1:30.656,1:30.554
9542,1092,846,1,4,10,1:30.881,1:30.473,1:31.003
9543,1092,817,1,3,11,1:30.880,1:30.659,\N
9544,1092,822,51,77,12,1:31.226,1:30.709,\N
9545,1092,852,213,22,13,1:31.130,1:30.808,\N
9546,1092,855,51,24,14,1:30.894,1:30.953,\N
9547,1092,854,210,47,15,1:31.152,1:31.439,\N
9548,1092,848,3,23,16,1:31.311,\N,\N
9549,1092,842,213,10,17,1:31.322,\N,\N
9550,1092,825,210,20,18,1:31.352,\N,\N
9551,1092,840,117,18,19,1:31.419,\N,\N
9552,1092,849,3,6,20,1:31.511,\N,\N
9553,1093,832,6,55,1,1:35.297,1:35.590,1:34.356
9554,1093,844,6,16,2,1:35.795,1:35.246,1:34.421
9555,1093,830,9,1,3,1:35.864,1:35.294,1:34.448
9556,1093,815,9,11,4,1:36.163,1:35.864,1:34.645
9557,1093,1,131,44,5,1:36.148,1:35.732,1:34.947
9558,1093,847,131,63,6,1:36.195,1:35.692,1:34.988
9559,1093,840,117,18,7,1:36.860,1:36.032,1:35.598
9560,1093,846,1,4,8,1:36.465,1:36.341,1:35.690
9561,1093,4,214,14,9,1:36.446,1:35.988,1:35.876
9562,1093,822,51,77,10,1:36.746,1:36.321,1:36.319
9563,1093,848,3,23,11,1:36.932,1:36.368,\N
9564,1093,20,117,5,12,1:36.695,1:36.398,\N
9565,1093,842,213,10,13,1:36.577,1:36.740,\N
9566,1093,855,51,24,14,1:36.656,1:36.970,\N
9567,1093,852,213,22,15,1:36.808,1:37.147,\N
9568,1093,825,210,20,16,1:36.949,\N,\N
9569,1093,817,1,3,17,1:37.046,\N,\N
9570,1093,839,214,31,18,1:37.068,\N,\N
9571,1093,854,210,47,19,1:37.111,\N,\N
9572,1093,849,3,6,20,1:37.244,\N,\N
9573,1094,830,9,1,1,1:19.222,1:18.566,1:17.775
9574,1094,847,131,63,2,1:19.583,1:18.565,1:18.079
9575,1094,1,131,44,3,1:19.169,1:18.552,1:18.084
9576,1094,815,9,11,4,1:19.706,1:18.615,1:18.128
9577,1094,832,6,55,5,1:19.566,1:18.560,1:18.351
9578,1094,822,51,77,6,1:19.523,1:18.762,1:18.401
9579,1094,844,6,16,7,1:19.505,1:19.109,1:18.555
9580,1094,846,1,4,8,1:19.857,1:19.119,1:18.721
9581,1094,4,214,14,9,1:20.006,1:19.272,1:18.939
9582,1094,839,214,31,10,1:19.945,1:19.081,1:19.010
9583,1094,817,1,3,11,1:20.279,1:19.325,\N
9584,1094,855,51,24,12,1:20.283,1:19.476,\N
9585,1094,852,213,22,13,1:19.907,1:19.589,\N
9586,1094,842,213,10,14,1:20.256,1:19.672,\N
9587,1094,825,210,20,15,1:20.293,1:19.833,\N
9588,1094,854,210,47,16,1:20.419,\N,\N
9589,1094,20,117,5,17,1:20.419,\N,\N
9590,1094,840,117,18,18,1:20.520,\N,\N
9591,1094,848,3,23,19,1:20.859,\N,\N
9592,1094,849,3,6,20,1:21.167,\N,\N
9593,1095,825,210,20,1,1:13.954,1:11.410,1:11.674
9594,1095,830,9,1,2,1:13.625,1:10.881,1:11.877
9595,1095,847,131,63,3,1:14.427,1:11.318,1:12.059
9596,1095,846,1,4,4,1:13.106,1:11.377,1:12.263
9597,1095,832,6,55,5,1:14.680,1:10.890,1:12.357
9598,1095,839,214,31,6,1:14.663,1:11.587,1:12.425
9599,1095,4,214,14,7,1:13.542,1:11.394,1:12.504
9600,1095,1,131,44,8,1:13.403,1:11.539,1:12.611
9601,1095,815,9,11,9,1:13.613,1:11.456,1:15.601
9602,1095,844,6,16,10,1:14.486,1:10.950,
9603,1095,848,3,23,11,1:14.324,1:11.631,
9604,1095,842,213,10,12,1:14.371,1:11.675,
9605,1095,20,117,5,13,1:13.597,1:11.678,
9606,1095,817,1,3,14,1:14.931,1:12.140,
9607,1095,849,3,6,16,1:15.095,\N,\N
9608,1095,855,51,24,17,1:15.197,\N,\N
9609,1095,822,51,77,18,1:15.486,\N,\N
9610,1095,852,213,22,19,1:16.264,\N,\N
9611,1095,854,210,47,20,1:16.361,\N,\N
9612,1095,840,117,18,15,1:14.398,1:12.210,\N
9613,1096,830,9,1,1,1:24.754,1:24.622,1:23.824
9614,1096,815,9,11,2,1:24.820,1:24.419,1:24.052
9615,1096,844,6,16,3,1:25.211,1:24.517,1:24.092
9616,1096,832,6,55,4,1:25.090,1:24.521,1:24.242
9617,1096,1,131,44,5,1:25.594,1:24.774,1:24.508
9618,1096,847,131,63,6,1:25.545,1:24.940,1:24.511
9619,1096,846,1,4,7,1:25.387,1:24.903,1:24.769
9620,1096,839,214,31,8,1:25.735,1:25.007,1:24.830
9621,1096,20,117,5,9,1:25.523,1:24.974,1:24.961
9622,1096,817,1,3,10,1:25.766,1:25.068,1:25.045
9623,1096,4,214,14,11,1:25.782,1:25.096,\N
9624,1096,852,213,22,12,1:25.630,1:25.219,\N
9625,1096,854,210,47,13,1:25.711,1:25.225,\N
9626,1096,840,117,18,14,1:25.741,1:25.359,\N
9627,1096,855,51,24,15,1:25.594,1:25.408,\N
9628,1096,825,210,20,16,1:25.834,\N,\N
9629,1096,842,213,10,17,1:25.859,\N,\N
9630,1096,822,51,77,18,1:25.892,\N,\N
9631,1096,848,3,23,19,1:26.028,\N,\N
9632,1096,849,3,6,20,1:26.054,\N,\N
9633,1098,830,9,1,1,1:31.295,1:30.503,1:29.708
9634,1098,815,9,11,2,1:31.479,1:30.746,1:29.846
9635,1098,844,6,16,3,1:31.094,1:30.282,1:30.000
9636,1098,832,6,55,4,1:30.993,1:30.515,1:30.154
9637,1098,4,117,14,5,1:31.158,1:30.645,1:30.336
9638,1098,847,131,63,6,1:31.057,1:30.507,1:30.340
9639,1098,1,131,44,7,1:31.543,1:30.513,1:30.384
9640,1098,840,117,18,8,1:31.184,1:31.127,1:30.836
9641,1098,839,214,31,9,1:31.508,1:30.914,1:30.984
9642,1098,807,210,27,10,1:31.204,1:30.809,\N
9643,1098,846,1,4,11,1:31.652,1:31.381,\N
9644,1098,822,51,77,12,1:31.504,1:31.443,\N
9645,1098,855,51,24,13,1:31.615,1:31.473,\N
9646,1098,852,213,22,14,1:31.400,1:32.510,\N
9647,1098,848,3,23,15,1:31.461,\N,\N
9648,1098,858,3,2,16,1:31.652,\N,\N
9649,1098,825,210,20,17,1:31.892,\N,\N
9650,1098,857,1,81,18,1:32.101,\N,\N
9651,1098,856,213,21,19,1:32.121,\N,\N
9652,1098,842,214,10,20,1:32.181,\N,\N
9653,1099,815,9,11,1,1:29.244,1:28.635,1:28.265
9654,1099,844,6,16,2,1:29.376,1:28.903,1:28.420
9655,1099,4,117,14,3,1:29.298,1:28.757,1:28.730
9656,1099,847,131,63,4,1:29.592,1:29.132,1:28.857
9657,1099,832,6,55,5,1:29.411,1:28.957,1:28.931
9658,1099,840,117,18,6,1:29.335,1:28.962,1:28.945
9659,1099,839,214,31,7,1:29.707,1:29.255,1:29.078
9660,1099,1,131,44,8,1:29.689,1:29.374,1:29.223
9661,1099,857,1,81,9,1:29.706,1:29.378,1:29.243
9662,1099,842,214,10,10,1:29.890,1:29.411,1:29.357
9663,1099,807,210,27,11,1:29.547,1:29.451,
9664,1099,855,51,24,12,1:29.654,1:29.461,
9665,1099,825,210,20,13,1:29.744,1:29.634,
9666,1099,822,51,77,14,1:29.929,1:29.668,
9667,1099,830,9,1,15,1:28.761,1:49.953,
9668,1099,852,213,22,16,1:29.939,,
9669,1099,848,3,23,17,1:29.994,,
9670,1099,856,213,21,18,1:30.244,,
9671,1099,846,1,4,19,1:30.447,,
9672,1099,858,3,2,20,2:08.510,,
9673,1100,830,9,1,1,1:17.384,1:17.056,1:16.732
9674,1100,847,131,63,2,1:17.654,1:17.513,1:16.968
9675,1100,1,131,44,3,1:17.689,1:17.551,1:17.104
9676,1100,4,117,14,4,1:17.832,1:17.283,1:17.139
9677,1100,832,6,55,5,1:17.928,1:17.349,1:17.270
9678,1100,840,117,18,6,1:17.873,1:17.616,1:17.308
9679,1100,844,6,16,7,1:18.218,1:17.390,1:17.369
9680,1100,848,3,23,8,1:17.962,1:17.761,1:17.609
9681,1100,842,214,10,9,1:18.312,1:17.574,1:17.675
9682,1100,807,210,27,10,1:18.029,1:17.412,1:17.735
9683,1100,839,214,31,11,1:17.770,1:17.768,
9684,1100,852,213,22,12,1:18.471,1:18.099,
9685,1100,846,1,4,13,1:18.243,1:18.119,
9686,1100,825,210,20,14,1:18.159,1:18.129,
9687,1100,856,213,21,15,1:18.450,1:18.335,
9688,1100,857,1,81,16,1:18.517,,
9689,1100,855,51,24,17,1:18.540,,
9690,1100,858,3,2,18,1:18.557,,
9691,1100,822,51,77,19,1:18.714,,
9692,1100,815,9,11,20,\N,\N,\N
9693,1101,844,6,16,1,1:41.269,1:41.037,1:40.203
9694,1101,830,9,1,2,1:41.398,1:40.822,1:40.391
9695,1101,815,9,11,3,1:41.756,1:41.131,1:40.495
9696,1101,832,6,55,4,1:42.197,1:41.369,1:41.016
9697,1101,1,131,44,5,1:42.113,1:41.650,1:41.177
9698,1101,4,117,14,6,1:41.720,1:41.370,1:41.253
9699,1101,846,1,4,7,1:42.154,1:41.485,1:41.281
9700,1101,852,213,22,8,1:42.234,1:41.569,1:41.581
9701,1101,840,117,18,9,1:42.524,1:41.576,1:41.611
9702,1101,857,1,81,10,1:42.455,1:41.636,1:41.611
9703,1101,847,131,63,11,1:42.073,1:41.654,
9704,1101,839,214,31,12,1:42.622,1:41.798,
9705,1101,848,3,23,13,1:42.171,1:41.818,
9706,1101,822,51,77,14,1:42.582,1:42.259,
9707,1101,858,3,2,15,1:42.242,1:42.395,
9708,1101,855,51,24,16,1:42.642,,
9709,1101,807,210,27,17,1:42.755,,
9710,1101,825,210,20,18,1:43.417,,
9711,1101,842,214,10,19,1:44.853,,
9712,1101,856,213,21,20,\N,\N,\N
9713,1102,815,9,11,1,1:27.713,1:27.328,1:26.841
9714,1102,4,117,14,2,1:28.179,1:27.097,1:27.202
9715,1102,832,6,55,3,1:27.686,1:27.148,1:27.349
9716,1102,825,210,20,4,1:27.809,1:27.673,1:27.767
9717,1102,842,214,10,5,1:28.061,1:27.612,1:27.786
9718,1102,847,131,63,6,1:28.086,1:27.743,1:27.804
9719,1102,844,6,16,7,1:27.713,1:26.964,1:27.861
9720,1102,839,214,31,8,1:27.872,1:27.444,1:27.935
9721,1102,830,9,1,9,1:27.363,1:26.814,\N
9722,1102,822,51,77,10,1:27.864,1:27.564,\N
9723,1102,848,3,23,11,1:28.234,1:27.795,\N
9724,1102,807,210,27,12,1:27.945,1:27.903,\N
9725,1102,1,131,44,13,1:27.846,1:27.975,\N
9726,1102,855,51,24,14,1:28.180,1:28.091,\N
9727,1102,856,213,21,15,1:28.325,1:28.395,\N
9728,1102,846,1,4,16,1:28.394,\N,\N
9729,1102,852,213,22,17,1:28.429,\N,\N
9730,1102,840,117,18,18,1:28.476,\N,\N
9731,1102,857,1,81,19,1:28.484,\N,\N
9732,1102,858,3,2,20,1:28.577,\N,\N
9733,1104,830,9,1,1,1:12.386,1:11.908,1:11.365
9734,1104,4,117,14,2,1:12.886,1:12.107,1:11.449
9735,1104,844,6,16,3,1:12.912,1:12.103,1:11.471
9736,1104,839,214,31,4,1:12.967,1:12.248,1:11.553
9737,1104,832,6,55,5,1:12.717,1:12.210,1:11.630
9738,1104,1,131,44,6,1:12.872,1:12.156,1:11.725
9739,1104,842,214,10,7,1:13.033,1:12.169,1:11.933
9740,1104,847,131,63,8,1:12.769,1:12.151,1:11.964
9741,1104,852,213,22,9,1:12.642,1:12.249,1:12.082
9742,1104,846,1,4,10,1:12.877,1:12.377,1:12.254
9743,1104,857,1,81,11,1:13.006,1:12.395,\N
9744,1104,856,213,21,12,1:13.054,1:12.428,\N
9745,1104,848,3,23,13,1:12.706,1:12.527,\N
9746,1104,840,117,18,14,1:12.722,1:12.623,\N
9747,1104,822,51,77,15,1:13.038,1:12.625,\N
9748,1104,858,3,2,16,1:13.113,\N,\N
9749,1104,825,210,20,17,1:13.270,\N,\N
9750,1104,807,210,27,18,1:13.279,\N,\N
9751,1104,855,51,24,19,1:13.523,\N,\N
9752,1104,815,9,11,20,1:13.850,\N,\N
9753,1105,830,9,1,1,1:13.615,1:12.760,1:12.272
9754,1105,832,6,55,2,1:13.411,1:12.790,1:12.734
9755,1105,846,1,4,3,1:13.295,1:12.776,1:12.792
9756,1105,842,214,10,4,1:13.471,1:13.186,1:12.816
9757,1105,1,131,44,5,1:12.937,1:12.999,1:12.818
9758,1105,840,117,18,6,1:13.766,1:13.082,1:12.994
9759,1105,839,214,31,7,1:13.433,1:13.001,1:13.083
9760,1105,807,210,27,8,1:13.420,1:13.283,1:13.229
9761,1105,4,117,14,9,1:13.747,1:13.098,1:13.507
9762,1105,857,1,81,10,1:13.691,1:13.059,1:13.682
9763,1105,815,9,11,11,1:13.874,1:13.334,\N
9764,1105,847,131,63,12,1:13.326,1:13.447,\N
9765,1105,855,51,24,13,1:13.677,1:13.521,\N
9766,1105,856,213,21,14,1:13.581,1:14.083,\N
9767,1105,852,213,22,15,1:13.862,1:14.477,\N
9768,1105,822,51,77,16,1:13.977,\N,\N
9769,1105,825,210,20,17,1:14.042,\N,\N
9770,1105,848,3,23,18,1:14.063,\N,\N
9771,1105,844,6,16,19,1:14.079,\N,\N
9772,1105,858,3,2,20,1:14.699,\N,\N
9773,1106,830,9,1,1,1:20.851,1:19.092,1:25.858
9774,1106,807,210,27,2,1:22.730,1:20.305,1:27.102
9775,1106,4,117,14,3,1:21.481,1:19.776,1:27.286
9776,1106,1,131,44,4,1:21.554,1:20.426,1:27.627
9777,1106,847,131,63,5,1:21.798,1:20.098,1:27.893
9778,1106,839,214,31,6,1:22.114,1:20.406,1:27.945
9779,1106,846,1,4,7,1:21.998,1:19.347,1:28.046
9780,1106,832,6,55,8,1:22.248,1:19.856,1:29.294
9781,1106,857,1,81,9,1:22.190,1:19.659,1:31.349
9782,1106,848,3,23,10,1:21.938,1:18.725,\N
9783,1106,844,6,16,11,1:21.843,1:20.615,\N
9784,1106,815,9,11,12,1:22.151,1:20.959,\N
9785,1106,840,117,18,13,1:22.677,1:21.484,\N
9786,1106,825,210,20,14,1:22.351,1:21.678,\N
9787,1106,822,51,77,15,1:22.332,1:21.821,\N
9788,1106,852,213,22,16,1:22.746,\N,\N
9789,1106,842,214,10,17,1:22.886,\N,\N
9790,1106,856,213,21,18,1:23.137,\N,\N
9791,1106,858,3,2,19,1:23.337,\N,\N
9792,1106,855,51,24,20,1:23.342,\N,\N
9793,1107,830,9,1,1,1:05.116,1:04.951,1:04.391
9794,1107,844,6,16,2,1:05.577,1:05.087,1:04.439
9795,1107,832,6,55,3,1:05.339,1:04.975,1:04.581
9796,1107,846,1,4,4,1:05.617,1:05.038,1:04.658
9797,1107,1,131,44,5,1:05.673,1:05.188,1:04.819
9798,1107,840,117,18,6,1:05.710,1:05.121,1:04.893
9799,1107,4,117,14,7,1:05.655,1:05.181,1:04.911
9800,1107,807,210,27,8,1:05.740,1:05.362,1:05.090
9801,1107,842,214,10,9,1:05.515,1:05.308,1:05.170
9802,1107,848,3,23,10,1:05.673,1:05.387,1:05.823
9803,1107,847,131,63,11,1:05.686,1:05.428,\N
9804,1107,839,214,31,12,1:05.729,1:05.453,\N
9805,1107,857,1,81,13,1:05.683,1:05.605,\N
9806,1107,822,51,77,14,1:05.763,1:05.680,\N
9807,1107,815,9,11,15,1:05.177,2:06.688,\N
9808,1107,852,213,22,16,1:05.784,\N,\N
9809,1107,855,51,24,17,1:05.818,\N,\N
9810,1107,858,3,2,18,1:05.948,\N,\N
9811,1107,825,210,20,19,1:05.971,\N,\N
9812,1107,856,213,21,20,1:05.974,\N,\N
9813,1108,830,9,1,1,1:29.428,1:27.702,1:26.720
9814,1108,846,1,4,2,1:28.917,1:28.042,1:26.961
9815,1108,857,1,81,3,1:29.874,1:27.845,1:27.092
9816,1108,844,6,16,4,1:29.143,1:28.361,1:27.136
9817,1108,832,6,55,5,1:29.865,1:28.265,1:27.148
9818,1108,847,131,63,6,1:29.412,1:28.782,1:27.155
9819,1108,1,131,44,7,1:29.415,1:28.545,1:27.211
9820,1108,848,3,23,8,1:29.466,1:28.067,1:27.530
9821,1108,4,117,14,9,1:29.949,1:28.368,1:27.659
9822,1108,842,214,10,10,1:29.533,1:28.751,1:27.689
9823,1108,807,210,27,11,1:29.603,1:28.896,\N
9824,1108,840,117,18,12,1:29.448,1:28.935,\N
9825,1108,839,214,31,13,1:29.700,1:28.956,\N
9826,1108,858,3,2,14,1:29.873,1:29.031,\N
9827,1108,822,51,77,15,1:29.798,\N,\N
9828,1108,815,9,11,16,1:29.968,\N,\N
9829,1108,852,213,22,17,1:30.025,\N,\N
9830,1108,855,51,24,18,1:30.123,\N,\N
9831,1108,856,213,21,19,1:30.513,\N,\N
9832,1108,825,210,20,20,1:32.378,\N,\N
9833,1109,1,131,44,1,1:18.577,1:17.427,1:16.609
9834,1109,830,9,1,2,1:18.318,1:17.547,1:16.612
9835,1109,846,1,4,3,1:18.697,1:17.328,1:16.694
9836,1109,857,1,81,4,1:18.464,1:17.571,1:16.905
9837,1109,855,51,24,5,1:18.143,1:17.700,1:16.971
9838,1109,844,6,16,6,1:18.440,1:17.580,1:16.992
9839,1109,822,51,77,7,1:18.775,1:17.563,1:17.034
9840,1109,4,117,14,8,1:18.580,1:17.701,1:17.035
9841,1109,815,9,11,9,1:18.360,1:17.675,1:17.045
9842,1109,807,210,27,10,1:18.695,1:17.652,1:17.186
9843,1109,832,6,55,11,1:18.393,1:17.703,\N
9844,1109,839,214,31,12,1:18.854,1:17.841,\N
9845,1109,817,213,3,13,1:18.906,1:18.002,\N
9846,1109,840,117,18,14,1:18.782,1:18.144,\N
9847,1109,842,214,10,15,1:18.743,1:18.217,\N
9848,1109,848,3,23,16,1:18.917,\N,\N
9849,1109,852,213,22,17,1:18.919,\N,\N
9850,1109,847,131,63,18,1:19.027,\N,\N
9851,1109,825,210,20,19,1:19.206,\N,\N
9852,1109,858,3,2,20,1:19.248,\N,\N
9853,1110,830,9,1,1,1:58.515,1:52.784,1:46.168
9854,1110,844,6,16,2,1:58.300,1:52.017,1:46.988
9855,1110,815,9,11,3,1:58.899,1:52.353,1:47.045
9856,1110,1,131,44,4,1:58.563,1:52.345,1:47.087
9857,1110,832,6,55,5,1:58.688,1:51.711,1:47.152
9858,1110,857,1,81,6,1:58.872,1:51.534,1:47.365
9859,1110,846,1,4,7,1:59.981,1:52.252,1:47.669
9860,1110,847,131,63,8,1:59.035,1:52.605,1:47.805
9861,1110,4,117,14,9,1:58.834,1:52.751,1:47.843
9862,1110,840,117,18,10,1:59.663,1:52.193,1:48.841
9863,1110,852,213,22,11,1:59.044,1:53.148,\N
9864,1110,842,214,10,12,1:59.511,1:53.671,\N
9865,1110,825,210,20,13,2:00.020,1:54.160,\N
9866,1110,822,51,77,14,1:59.484,1:54.694,\N
9867,1110,839,214,31,15,1:59.634,1:56.372,\N
9868,1110,848,3,23,16,2:00.314,\N,\N
9869,1110,855,51,24,17,2:00.832,\N,\N
9870,1110,858,3,2,18,2:01.535,\N,\N
9871,1110,817,213,3,19,2:02.159,\N,\N
9872,1110,807,210,27,20,2:03.166,\N,\N
