resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
25860,1098,807,210,27,10,15,15,15,0.0,56,\N,\N,42,11,1:36.616,201.656,11
25861,1098,855,51,24,13,16,16,16,0.0,56,\N,\N,56,1,1:33.996,207.276,11
25862,1098,846,1,4,11,17,17,17,0.0,55,\N,\N,51,3,1:35.822,203.327,12
25863,1098,839,214,31,9,\N,R,18,0.0,41,\N,\N,34,13,1:36.797,201.278,26
25864,1098,844,6,16,3,\N,R,19,0.0,39,\N,\N,37,16,1:37.170,200.506,5
25865,1098,857,1,81,18,\N,R,20,0.0,13,\N,\N,3,20,1:40.691,193.494,10
25866,1099,815,9,11,1,1,1,1,25.0,50,1:21:14.894,4874894,38,2,1:32.188,241.098,1
25867,1099,830,9,1,15,2,2,2,19.0,50,+5.355,4880249,50,1,1:31.906,241.838,1
25868,1099,4,117,14,2,3,3,3,15.0,50,+20.728,4895622,50,3,1:32.240,240.962,1
25869,1099,847,131,63,3,4,4,4,12.0,50,+25.866,4900760,50,4,1:32.433,240.459,1
25870,1099,1,131,44,7,5,5,5,10.0,50,+31.065,4905959,47,6,1:32.941,239.145,1
25871,1099,832,6,55,4,6,6,6,8.0,50,+35.876,4910770,50,5,1:32.822,239.451,1
25872,1099,844,6,16,12,7,7,7,6.0,50,+43.162,4918056,47,7,1:33.056,238.849,1
25873,1099,839,214,31,6,8,8,8,4.0,50,+52.832,4927726,49,8,1:33.222,238.424,1
25874,1099,842,214,10,9,9,9,9,2.0,50,+54.747,4929641,50,10,1:33.392,237.990,1
25875,1099,825,210,20,13,10,10,10,1.0,50,+1:04.826,4939720,44,9,1:33.374,238.036,1
25876,1099,852,213,22,16,11,11,11,0.0,50,+1:07.494,4942388,50,14,1:33.931,236.624,1
25877,1099,807,210,27,10,12,12,12,0.0,50,+1:10.588,4945482,50,12,1:33.780,237.005,1
25878,1099,855,51,24,11,13,13,13,0.0,50,+1:16.060,4950954,49,13,1:33.894,236.718,1
25879,1099,856,213,21,18,14,14,14,0.0,50,+1:17.478,4952372,49,11,1:33.609,237.438,1
25880,1099,857,1,81,8,15,15,15,0.0,50,+1:25.021,4959915,48,16,1:34.287,235.731,1
25881,1099,858,3,2,20,16,16,16,0.0,50,+1:26.293,4961187,49,18,1:34.469,235.277,1
25882,1099,846,1,4,19,17,17,17,0.0,50,+1:26.445,4961339,49,15,1:34.122,236.144,1
25883,1099,822,51,77,14,18,18,18,0.0,49,\N,\N,37,17,1:34.384,235.489,11
25884,1099,848,3,23,17,\N,R,19,0.0,27,\N,\N,24,20,1:35.567,232.574,23
25885,1099,840,117,18,5,\N,R,20,0.0,16,\N,\N,7,19,1:35.140,233.617,5
25886,1100,830,9,1,1,1,1,1,25.0,58,2:32:38.371,9158371,49,2,1:20.342,236.498,1
25887,1100,1,131,44,3,2,2,2,18.0,58,+0.179,9158550,49,5,1:20.613,235.703,1
25888,1100,4,117,14,4,3,3,3,15.0,58,+0.769,9159140,53,4,1:20.476,236.105,1
25889,1100,840,117,18,6,4,4,4,12.0,58,+3.082,9161453,50,6,1:20.934,234.769,1
25890,1100,815,9,11,0,5,5,5,11.0,58,+3.320,9161691,53,1,1:20.235,236.814,1
25891,1100,846,1,4,13,6,6,6,8.0,58,+3.701,9162072,46,9,1:21.173,234.077,1
25892,1100,807,210,27,10,7,7,7,6.0,58,+4.939,9163310,46,8,1:21.124,234.219,1
25893,1100,857,1,81,16,8,8,8,4.0,58,+5.382,9163753,53,12,1:21.335,233.611,1
25894,1100,855,51,24,17,9,9,9,2.0,58,+5.713,9164084,48,16,1:21.819,232.229,1
25895,1100,852,213,22,12,10,10,10,1.0,58,+6.052,9164423,52,15,1:21.789,232.314,1
25896,1100,822,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1
25897,1100,832,6,55,5,12,12,12,0.0,58,+6.594,9164965,53,3,1:20.467,236.131,1
25898,1100,842,214,10,9,13,13,13,0.0,56,\N,\N,47,7,1:20.995,234.592,4
25899,1100,839,214,31,11,14,14,14,0.0,56,\N,\N,44,11,1:21.203,233.991,4
25900,1100,856,213,21,15,15,15,15,0.0,56,\N,\N,50,10,1:21.183,234.049,4
25901,1100,858,3,2,18,16,16,16,0.0,56,\N,\N,50,13,1:21.456,233.264,4
25902,1100,825,210,20,14,17,17,17,0.0,52,\N,\N,52,14,1:21.685,232.610,3
25903,1100,847,131,63,2,\N,R,18,0.0,17,\N,\N,16,18,1:22.680,229.811,5
25904,1100,848,3,23,8,\N,R,19,0.0,6,\N,\N,6,19,1:23.349,227.966,3
25905,1100,844,6,16,7,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
25906,1101,815,9,11,3,1,1,1,25.0,51,1:32:42.436,5562436,50,5,1:44.589,206.625,1
25907,1101,830,9,1,2,2,2,2,18.0,51,+2.137,5564573,51,2,1:44.232,207.333,1
25908,1101,844,6,16,1,3,3,3,15.0,51,+21.217,5583653,49,4,1:44.561,206.681,1
25909,1101,4,117,14,6,4,4,4,12.0,51,+22.024,5584460,49,3,1:44.241,207.315,1
25910,1101,832,6,55,4,5,5,5,10.0,51,+45.491,5607927,48,6,1:45.175,205.474,1
25911,1101,1,131,44,5,6,6,6,8.0,51,+46.145,5608581,48,7,1:45.346,205.141,1
25912,1101,840,117,18,9,7,7,7,6.0,51,+51.617,5614053,45,9,1:45.627,204.595,1
25913,1101,847,131,63,11,8,8,8,5.0,51,+1:14.240,5636676,51,1,1:43.370,209.062,1
25914,1101,846,1,4,7,9,9,9,2.0,51,+1:20.376,5642812,49,12,1:45.738,204.380,1
25915,1101,852,213,22,8,10,10,10,1.0,51,+1:23.862,5646298,51,11,1:45.727,204.401,1
25916,1101,857,1,81,10,11,11,11,0.0,51,+1:26.501,5648937,51,10,1:45.631,204.587,1
25917,1101,848,3,23,12,12,12,12,0.0,51,+1:28.623,5651059,51,15,1:45.925,204.019,1
25918,1101,825,210,20,16,13,13,13,0.0,51,+1:29.729,5652165,51,13,1:45.850,204.164,1
25919,1101,842,214,10,17,14,14,14,0.0,51,+1:31.332,5653768,47,8,1:45.540,204.764,1
25920,1101,839,214,31,0,15,15,15,0.0,51,+1:37.794,5660230,49,14,1:45.908,204.052,1
25921,1101,858,3,2,14,16,16,16,0.0,51,+1:40.943,5663379,49,17,1:46.501,202.916,1
25922,1101,807,210,27,0,17,17,17,0.0,50,\N,\N,34,18,1:46.731,202.479,11
25923,1101,822,51,77,13,18,18,18,0.0,50,\N,\N,36,16,1:46.304,203.292,11
25924,1101,855,51,24,15,\N,R,19,0.0,36,\N,\N,31,19,1:47.553,200.931,25
25925,1101,856,213,21,18,\N,R,20,0.0,9,\N,\N,4,20,1:48.781,198.663,3
25926,1102,830,9,1,9,1,1,1,26.0,57,1:27:38.241,5258241,56,1,1:29.708,217.184,1
25927,1102,815,9,11,1,2,2,2,18.0,57,+5.384,5263625,57,3,1:30.560,215.141,1
25928,1102,4,117,14,2,3,3,3,15.0,57,+26.305,5284546,57,2,1:30.519,215.238,1
25929,1102,847,131,63,6,4,4,4,12.0,57,+33.229,5291470,57,7,1:31.015,214.065,1
25930,1102,832,6,55,3,5,5,5,10.0,57,+42.511,5300752,55,10,1:31.362,213.252,1
25931,1102,1,131,44,13,6,6,6,8.0,57,+51.249,5309490,57,4,1:30.669,214.882,1
25932,1102,844,6,16,7,7,7,7,6.0,57,+52.988,5311229,57,11,1:31.434,213.084,1
25933,1102,842,214,10,5,8,8,8,4.0,57,+55.670,5313911,55,17,1:31.971,211.840,1
25934,1102,839,214,31,8,9,9,9,2.0,57,+58.123,5316364,56,9,1:31.143,213.765,1
25935,1102,825,210,20,4,10,10,10,1.0,57,+1:02.945,5321186,53,13,1:31.691,212.487,1
25936,1102,852,213,22,17,11,11,11,0.0,57,+1:04.309,5322550,56,8,1:31.038,214.011,1
25937,1102,840,117,18,18,12,12,12,0.0,57,+1:04.754,5322995,44,5,1:30.862,214.426,1
25938,1102,822,51,77,10,13,13,13,0.0,57,+1:11.637,5329878,56,15,1:31.838,212.147,1
25939,1102,848,3,23,11,14,14,14,0.0,57,+1:12.861,5331102,55,16,1:31.852,212.115,1
25940,1102,807,210,27,12,15,15,15,0.0,57,+1:14.950,5333191,36,6,1:30.901,214.334,1
25941,1102,855,51,24,14,16,16,16,0.0,57,+1:18.440,5336681,56,14,1:31.736,212.383,1
25942,1102,846,1,4,16,17,17,17,0.0,57,+1:27.717,5345958,47,20,1:32.401,210.854,1
25943,1102,856,213,21,15,18,18,18,0.0,57,+1:28.949,5347190,57,12,1:31.562,212.786,1
25944,1102,857,1,81,19,19,19,19,0.0,56,\N,\N,56,18,1:32.006,211.760,11
25945,1102,858,3,2,20,20,20,20,0.0,56,\N,\N,50,19,1:32.384,210.893,11
25946,1104,830,9,1,1,1,1,1,25.0,78,1:48:51.980,6531980,23,7,1:16.604,156.822,1
25947,1104,4,117,14,2,2,2,2,18.0,78,+27.921,6559901,43,9,1:16.674,156.678,1
25948,1104,839,214,31,3,3,3,3,15.0,78,+36.990,6568970,41,6,1:16.528,156.977,1
25949,1104,1,131,44,5,4,4,4,13.0,78,+39.062,6571042,33,1,1:15.650,158.799,1
25950,1104,847,131,63,8,5,5,5,10.0,78,+56.284,6588264,48,10,1:16.798,156.425,1
25951,1104,844,6,16,6,6,6,6,8.0,78,+1:01.890,6593870,46,2,1:15.773,158.541,1
25952,1104,842,214,10,7,7,7,7,6.0,78,+1:02.362,6594342,49,3,1:15.831,158.420,1
25953,1104,832,6,55,4,8,8,8,4.0,78,+1:03.391,6595371,43,5,1:16.449,157.140,1
25954,1104,846,1,4,10,9,9,9,2.0,77,\N,\N,46,19,1:17.844,154.324,11
25955,1104,857,1,81,11,10,10,10,1.0,77,\N,\N,47,14,1:17.513,154.983,11
25956,1104,822,51,77,15,11,11,11,0.0,77,\N,\N,19,18,1:17.824,154.363,11
25957,1104,856,213,21,12,12,12,12,0.0,77,\N,\N,43,15,1:17.561,154.887,11
25958,1104,855,51,24,19,13,13,13,0.0,77,\N,\N,5,11,1:16.926,156.165,11
25959,1104,848,3,23,13,14,14,14,0.0,77,\N,\N,24,8,1:16.672,156.683,11
25960,1104,852,213,22,9,15,15,15,0.0,76,\N,\N,36,16,1:17.680,154.649,12
25961,1104,815,9,11,20,16,16,16,0.0,76,\N,\N,5,4,1:16.269,157.510,12
25962,1104,807,210,27,18,17,17,17,0.0,76,\N,\N,6,12,1:16.991,156.033,12
25963,1104,858,3,2,16,18,18,18,0.0,76,\N,\N,32,13,1:17.302,155.406,12
25964,1104,825,210,20,17,\N,R,19,0.0,70,\N,\N,41,20,1:18.351,153.325,130
25965,1104,840,117,18,14,\N,R,20,0.0,53,\N,\N,18,17,1:17.769,154.472,3
25966,1105,830,9,1,1,1,1,1,26.0,66,1:27:57.940,5277940,61,1,1:16.330,219.641,1
25967,1105,1,131,44,4,2,2,2,18.0,66,+24.090,5302030,62,3,1:16.676,218.649,1
25968,1105,847,131,63,12,3,3,3,15.0,66,+32.389,5310329,48,5,1:17.875,215.283,1
25969,1105,815,9,11,11,4,4,4,12.0,66,+35.812,5313752,52,2,1:16.666,218.678,1
25970,1105,832,6,55,2,5,5,5,10.0,66,+45.698,5323638,60,11,1:18.403,213.833,1
25971,1105,840,117,18,5,6,6,6,8.0,66,+1:03.320,5341260,56,14,1:18.722,212.967,1
25972,1105,4,117,14,8,7,7,7,6.0,66,+1:04.127,5342067,49,7,1:18.083,214.709,1
25973,1105,839,214,31,6,8,8,8,4.0,66,+1:09.242,5347182,54,18,1:18.946,212.362,1
25974,1105,855,51,24,13,9,9,9,2.0,66,+1:11.878,5349818,38,15,1:18.753,212.883,1
25975,1105,842,214,10,10,10,10,10,1.0,66,+1:13.530,5351470,41,10,1:18.375,213.910,1
25976,1105,844,6,16,19,11,11,11,0.0,66,+1:14.419,5352359,52,9,1:18.357,213.959,1
25977,1105,852,213,22,15,12,12,12,0.0,66,+1:15.416,5353356,59,17,1:18.904,212.475,1
25978,1105,857,1,81,9,13,13,13,0.0,65,\N,\N,41,13,1:18.679,213.083,11
25979,1105,856,213,21,14,14,14,14,0.0,65,\N,\N,41,12,1:18.594,213.313,11
25980,1105,807,210,27,7,15,15,15,0.0,65,\N,\N,53,16,1:18.776,212.821,11
25981,1105,848,3,23,18,16,16,16,0.0,65,\N,\N,59,19,1:19.133,211.861,11
25982,1105,846,1,4,3,17,17,17,0.0,65,\N,\N,55,4,1:17.182,217.216,11
25983,1105,825,210,20,17,18,18,18,0.0,65,\N,\N,44,6,1:18.069,214.748,11
25984,1105,822,51,77,16,19,19,19,0.0,65,\N,\N,50,8,1:18.242,214.273,11
25985,1105,858,3,2,20,20,20,20,0.0,65,\N,\N,41,20,1:19.247,211.556,11
25986,1106,830,9,1,1,1,1,1,25.0,70,1:33:58.348,5638348,68,3,1:15.594,207.683,1
25987,1106,4,117,14,2,2,2,2,18.0,70,+9.570,5647918,62,4,1:15.779,207.176,1
25988,1106,1,131,44,3,3,3,3,15.0,70,+4.598,5642946,47,2,1:15.396,208.228,1
25989,1106,844,6,16,10,4,4,4,12.0,70,+18.648,5656996,47,5,1:15.907,206.826,1
25990,1106,832,6,55,11,5,5,5,10.0,70,+21.540,5659888,47,6,1:15.911,206.815,1
25991,1106,815,9,11,12,6,6,6,9.0,70,+51.028,5689376,70,1,1:14.481,210.786,1
25992,1106,848,3,23,9,7,7,7,6.0,70,+1:00.813,5699161,68,16,1:16.917,204.110,1
25993,1106,839,214,31,6,8,8,8,4.0,70,+1:01.692,5700040,63,15,1:16.782,204.469,1
25994,1106,840,117,18,16,9,9,9,2.0,70,+1:04.402,5702750,58,10,1:16.564,205.051,1
25995,1106,822,51,77,14,10,10,10,1.0,70,+1:04.432,5702780,52,12,1:16.625,204.888,1
25996,1106,857,1,81,8,11,11,11,0.0,70,+1:05.101,5703449,59,11,1:16.598,204.960,1
25997,1106,842,214,10,15,12,12,12,0.0,70,+1:05.249,5703597,67,9,1:16.425,205.424,1
25998,1106,846,1,4,7,13,13,13,0.0,70,+1:08.363,5706711,65,8,1:16.374,205.562,1
25999,1106,852,213,22,19,14,14,14,0.0,70,+1:13.423,5711771,68,14,1:16.666,204.779,1
26000,1106,807,210,27,5,15,15,15,0.0,69,\N,\N,37,19,1:17.232,203.278,11
26001,1106,855,51,24,20,16,16,16,0.0,69,\N,\N,58,17,1:17.090,203.652,11
26002,1106,825,210,20,13,17,17,17,0.0,69,\N,\N,55,7,1:16.126,206.231,11
26003,1106,856,213,21,17,18,18,18,0.0,69,\N,\N,52,13,1:16.656,204.805,11
26004,1106,847,131,63,4,\N,R,19,0.0,53,\N,\N,44,18,1:17.097,203.634,23
26005,1106,858,3,2,18,\N,R,20,0.0,6,\N,\N,4,20,1:18.437,200.155,5
26006,1107,830,9,1,1,1,1,1,26.0,71,1:25:33.607,5133607,71,1,1:07.012,231.970,1
26007,1107,844,6,16,2,2,2,2,18.0,71,+5.155,5138762,51,5,1:08.820,225.876,1
26008,1107,815,9,11,15,3,3,3,15.0,71,+17.188,5150795,52,2,1:08.111,228.227,1
26009,1107,846,1,4,4,4,4,4,12.0,71,+26.327,5159934,50,6,1:08.880,225.679,1
26010,1107,4,117,14,7,5,5,5,10.0,71,+30.317,5163924,48,4,1:08.739,226.142,1
26011,1107,832,6,55,3,6,6,6,8.0,71,+31.377,5164984,54,8,1:09.108,224.934,1
26012,1107,847,131,63,11,7,7,7,6.0,71,+48.403,5182010,48,9,1:09.160,224.765,1
26013,1107,1,131,44,5,8,8,8,4.0,71,+49.196,5182803,49,10,1:09.283,224.366,1
26014,1107,840,117,18,6,9,9,9,2.0,71,+59.043,5192650,48,7,1:09.046,225.136,1
26015,1107,842,214,10,9,10,10,10,1.0,71,+1:07.667,5201274,57,3,1:08.463,227.054,1
26016,1107,848,3,23,10,11,11,11,0.0,71,+1:19.767,5213374,53,11,1:09.560,223.473,1
26017,1107,855,51,24,17,12,12,12,0.0,70,\N,\N,50,15,1:09.797,222.714,11
26018,1107,858,3,2,18,13,13,13,0.0,70,\N,\N,45,12,1:09.611,223.309,11
26019,1107,839,214,31,12,14,14,14,0.0,70,\N,\N,46,14,1:09.786,222.749,11
26020,1107,822,51,77,14,15,15,15,0.0,70,\N,\N,46,16,1:09.852,222.539,11
26021,1107,857,1,81,13,16,16,16,0.0,70,\N,\N,49,18,1:09.940,222.259,11
26022,1107,856,213,21,0,17,17,17,0.0,70,\N,\N,46,17,1:09.862,222.507,11
26023,1107,825,210,20,0,18,18,18,0.0,70,\N,\N,45,13,1:09.620,223.280,11
26024,1107,852,213,22,16,19,19,19,0.0,70,\N,\N,37,19,1:10.176,221.511,11
26025,1107,807,210,27,8,\N,R,20,0.0,12,\N,\N,7,20,1:11.066,218.737,75
26026,1108,830,9,1,1,1,1,1,26.0,52,1:25:16.938,5116938,42,1,1:30.275,234.922,1
26027,1108,846,1,4,2,2,2,2,18.0,52,+3.798,5120736,43,2,1:30.543,234.226,1
26028,1108,1,131,44,7,3,3,3,15.0,52,+6.783,5123721,43,3,1:30.545,234.221,1
26029,1108,857,1,81,3,4,4,4,12.0,52,+7.776,5124714,41,4,1:30.850,233.435,1
26030,1108,847,131,63,6,5,5,5,10.0,52,+11.206,5128144,41,6,1:31.124,232.733,1
26031,1108,815,9,11,15,6,6,6,8.0,52,+12.882,5129820,51,5,1:30.914,233.271,1
26032,1108,4,117,14,9,7,7,7,6.0,52,+17.193,5134131,48,9,1:31.338,232.188,1
26033,1108,848,3,23,8,8,8,8,4.0,52,+17.878,5134816,41,8,1:31.273,232.353,1
26034,1108,844,6,16,4,9,9,9,2.0,52,+18.689,5135627,48,7,1:31.255,232.399,1
26035,1108,832,6,55,5,10,10,10,1.0,52,+19.448,5136386,51,10,1:31.366,232.116,1
26036,1108,858,3,2,14,11,11,11,0.0,52,+23.632,5140570,42,13,1:31.699,231.274,1
26037,1108,822,51,77,20,12,12,12,0.0,52,+25.830,5142768,52,16,1:31.852,230.888,1
26038,1108,807,210,27,11,13,13,13,0.0,52,+26.663,5143601,52,15,1:31.776,231.080,1
26039,1108,840,117,18,12,14,14,14,0.0,52,+27.483,5144421,42,11,1:31.508,231.756,1
26040,1108,855,51,24,17,15,15,15,0.0,52,+29.820,5146758,48,14,1:31.769,231.097,1
26041,1108,852,213,22,16,16,16,16,0.0,52,+31.225,5148163,48,17,1:32.084,230.307,1
26042,1108,856,213,21,18,17,17,17,0.0,52,+33.128,5150066,48,18,1:32.353,229.636,1
26043,1108,842,214,10,10,18,18,18,0.0,46,\N,\N,42,12,1:31.539,231.678,130
26044,1108,825,210,20,19,\N,R,19,0.0,31,\N,\N,29,19,1:33.356,227.169,5
26045,1108,839,214,31,13,\N,R,20,0.0,9,\N,\N,4,20,1:33.941,225.754,44
26046,1109,830,9,1,2,1,1,1,26.0,70,1:38:08.634,5888634,53,1,1:20.504,195.910,1
26047,1109,846,1,4,3,2,2,2,18.0,70,+33.731,5922365,50,4,1:22.178,191.919,1
26048,1109,815,9,11,9,3,3,3,15.0,70,+37.603,5926237,53,5,1:22.295,191.647,1
26049,1109,1,131,44,1,4,4,4,12.0,70,+39.134,5927768,54,2,1:21.601,193.277,1
26050,1109,857,1,81,4,5,5,5,10.0,70,+1:02.572,5951206,45,8,1:22.736,190.625,1
26051,1109,847,131,63,18,6,6,6,8.0,70,+1:05.825,5954459,48,3,1:22.158,191.966,1
26052,1109,844,6,16,6,7,7,7,6.0,70,+1:10.317,5958951,50,6,1:22.469,191.242,1
26053,1109,832,6,55,11,8,8,8,4.0,70,+1:11.073,5959707,54,7,1:22.584,190.976,1
26054,1109,4,117,14,8,9,9,9,2.0,70,+1:15.709,5964343,51,9,1:22.745,190.604,1
26055,1109,840,117,18,14,10,10,10,1.0,69,\N,\N,54,11,1:23.425,189.051,11
26056,1109,848,3,23,16,11,11,11,0.0,69,\N,\N,54,18,1:24.051,187.643,11
26057,1109,822,51,77,7,12,12,12,0.0,69,\N,\N,42,14,1:23.651,188.540,11
26058,1109,817,213,3,13,13,13,13,0.0,69,\N,\N,67,17,1:23.934,187.904,11
26059,1109,807,210,27,10,14,14,14,0.0,69,\N,\N,42,13,1:23.573,188.716,11
26060,1109,852,213,22,17,15,15,15,0.0,69,\N,\N,68,10,1:23.269,189.405,11
26061,1109,855,51,24,5,16,16,16,0.0,69,\N,\N,12,15,1:23.743,188.333,11
26062,1109,825,210,20,19,17,17,17,0.0,69,\N,\N,54,16,1:23.864,188.061,11
26063,1109,858,3,2,20,\N,R,18,0.0,67,\N,\N,36,12,1:23.496,188.890,31
26064,1109,839,214,31,12,\N,R,19,0.0,2,\N,\N,\N,0,\N,\N,130
26065,1109,842,214,10,15,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130
26066,1110,830,9,1,6,1,1,1,25.0,44,1:22:30.450,4950450,32,2,1:48.922,231.490,1
26067,1110,815,9,11,2,2,2,2,18.0,44,+22.305,4972755,31,6,1:50.308,228.581,1
26068,1110,844,6,16,1,3,3,3,15.0,44,+32.259,4982709,30,7,1:50.436,228.316,1
26069,1110,1,131,44,3,4,4,4,13.0,44,+49.671,5000121,44,1,1:47.305,234.978,1
26070,1110,4,117,14,9,5,5,5,10.0,44,+56.184,5006634,42,13,1:50.938,227.283,1
26071,1110,847,131,63,8,6,6,6,8.0,44,+1:03.101,5013551,25,11,1:50.603,227.972,1
26072,1110,846,1,4,7,7,7,7,6.0,44,+1:13.719,5024169,26,18,1:51.682,225.769,1
26073,1110,839,214,31,14,8,8,8,4.0,44,+1:14.719,5025169,27,8,1:50.439,228.310,1
26074,1110,840,117,18,10,9,9,9,2.0,44,+1:19.340,5029790,26,16,1:51.297,226.550,1
26075,1110,852,213,22,11,10,10,10,1.0,44,+1:20.221,5030671,26,17,1:51.394,226.353,1
26076,1110,842,214,10,12,11,11,11,0.0,44,+1:23.084,5033534,25,12,1:50.911,227.339,1
26077,1110,822,51,77,13,12,12,12,0.0,44,+1:25.191,5035641,26,10,1:50.515,228.153,1
26078,1110,855,51,24,17,13,13,13,0.0,44,+1:35.441,5045891,27,5,1:50.188,228.830,1
26079,1110,848,3,23,15,14,14,14,0.0,44,+1:36.184,5046634,35,3,1:49.841,229.553,1
26080,1110,825,210,20,16,15,15,15,0.0,44,+1:41.754,5052204,27,14,1:50.993,227.171,1
26081,1110,817,213,3,19,16,16,16,0.0,44,+1:43.071,5053521,25,15,1:50.994,227.169,1
26082,1110,858,3,2,18,17,17,17,0.0,44,+1:44.476,5054926,37,9,1:50.486,228.213,1
26083,1110,807,210,27,0,18,18,18,0.0,44,+1:50.450,5060900,26,4,1:49.907,229.415,1
26084,1110,832,6,55,4,\N,R,19,0.0,23,\N,\N,9,19,1:53.138,222.864,130
26085,1110,857,1,81,5,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,130
